issue_id,issue_type,story_points,assignee_id
BP-3000,Bug,0,U012
BP-3001,Tech Debt,8,U002
BP-3002,Tech Debt,5,U012
BP-3003,Story,1,U011
BP-3004,Bug,0,U001
BP-3005,Story,2,U011
BP-3006,Tech Debt,1,U026
BP-3007,Story,1,U025
BP-3008,Bug,0,U021
BP-3009,Story,2,U019
BP-3010,Tech Debt,2,U030
BP-3011,Story,5,U010
BP-3012,Story,5,U030
BP-3013,Bug,0,U019
BP-3014,Tech Debt,5,U019
BP-3015,Bug,0,U004
BP-3016,Story,3,U029
BP-3017,Story,8,U009
BP-3018,Tech Debt,2,U017
BP-3019,Story,1,U006
BP-3020,Story,5,U030
BP-3021,Bug,0,U004
BP-3022,Story,3,U013
BP-3023,Story,8,U018
BP-3024,Tech Debt,5,U022
BP-3025,Bug,0,U010
BP-3026,Bug,0,U028
BP-3027,Story,1,U022
BP-3028,Story,3,U005
BP-3029,Story,2,U006
BP-3030,Story,3,U028
BP-3031,Bug,0,U012
BP-3032,Bug,0,U003
BP-3033,Story,2,U004
BP-3034,Story,8,U013
BP-3035,Bug,0,U001
BP-3036,Story,3,U009
BP-3037,Bug,0,U021
BP-3038,Tech Debt,1,U029
BP-3039,Bug,0,U025
BP-3040,Story,3,U020
BP-3041,Story,1,U020
BP-3042,Story,5,U021
BP-3043,Story,3,U014
BP-3044,Tech Debt,8,U006
BP-3045,Story,3,U009
BP-3046,Story,8,U011
BP-3047,Story,2,U004
BP-3048,Tech Debt,1,U030
BP-3049,Story,2,U029
BP-3050,Story,3,U022
BP-3051,Story,3,U019
BP-3052,Tech Debt,8,U028
BP-3053,Story,5,U012
BP-3054,Bug,0,U002
BP-3055,Tech Debt,1,U027
BP-3056,Story,5,U017
BP-3057,Story,8,U012
BP-3058,Story,2,U014
BP-3059,Story,8,U004
BP-3060,Story,8,U028
BP-3061,Story,5,U011
BP-3062,Story,8,U011
BP-3063,Story,3,U010
BP-3064,Bug,0,U028
BP-3065,Tech Debt,8,U017
BP-3066,Story,3,U010
BP-3067,Story,5,U001
BP-3068,Story,3,U013
BP-3069,Story,2,U022
BP-3070,Bug,0,U025
BP-3071,Story,8,U029
BP-3072,Story,2,U006
BP-3073,Story,8,U002
BP-3074,Story,5,U021
BP-3075,Bug,0,U002
BP-3076,Bug,0,U026
BP-3077,Bug,0,U027
BP-3078,Story,1,U018
BP-3079,Bug,0,U026
BP-3080,Bug,0,U021
BP-3081,Tech Debt,2,U019
BP-3082,Bug,0,U017
BP-3083,Tech Debt,8,U019
BP-3084,Story,8,U009
BP-3085,Bug,0,U009
BP-3086,Story,2,U009
BP-3087,Bug,0,U002
BP-3088,Story,3,U020
BP-3089,Story,1,U027
BP-3090,Bug,0,U027
BP-3091,Story,1,U026
BP-3092,Tech Debt,3,U020
BP-3093,Story,5,U004
BP-3094,Story,1,U004
BP-3095,Story,8,U030
BP-3096,Story,5,U019
BP-3097,Bug,0,U012
BP-3098,Bug,0,U030
BP-3099,Story,2,U009
BP-3100,Story,1,U003
BP-3101,Bug,0,U026
BP-3102,Tech Debt,3,U021
BP-3103,Story,5,U025
BP-3104,Story,8,U022
BP-3105,Story,3,U009
BP-3106,Bug,0,U009
BP-3107,Story,2,U025
BP-3108,Story,3,U013
BP-3109,Story,2,U013
BP-3110,Story,3,U006
BP-3111,Story,2,U001
BP-3112,Bug,0,U018
BP-3113,Tech Debt,8,U011
BP-3114,Bug,0,U020
BP-3115,Story,3,U014
BP-3116,Story,2,U018
BP-3117,Bug,0,U029
BP-3118,Story,5,U020
BP-3119,Bug,0,U014
BP-3120,Story,3,U013
BP-3121,Bug,0,U022
BP-3122,Story,3,U018
BP-3123,Story,5,U022
BP-3124,Tech Debt,2,U022
BP-3125,Bug,0,U011
BP-3126,Bug,0,U029
BP-3127,Story,3,U025
BP-3128,Story,1,U021
BP-3129,Story,8,U001
BP-3130,Story,5,U027
BP-3131,Tech Debt,2,U011
BP-3132,Bug,0,U014
BP-3133,Bug,0,U002
BP-3134,Story,5,U022
BP-3135,Bug,0,U012
BP-3136,Story,8,U004
BP-3137,Story,8,U025
BP-3138,Story,2,U021
BP-3139,Tech Debt,1,U013
BP-3140,Tech Debt,2,U029
BP-3141,Story,1,U025
BP-3142,Story,5,U004
BP-3143,Bug,0,U022
BP-3144,Tech Debt,3,U009
BP-3145,Bug,0,U012
BP-3146,Story,1,U025
BP-3147,Story,3,U014
BP-3148,Story,2,U011
BP-3149,Tech Debt,1,U012
BP-3150,Story,3,U020
BP-3151,Tech Debt,3,U001
BP-3152,Bug,0,U017
BP-3153,Story,8,U004
BP-3154,Story,2,U011
BP-3155,Tech Debt,1,U030
BP-3156,Story,2,U018
BP-3157,Story,5,U017
BP-3158,Bug,0,U005
BP-3159,Bug,0,U027
BP-3160,Bug,0,U010
BP-3161,Tech Debt,1,U017
BP-3162,Tech Debt,1,U028
BP-3163,Story,8,U014
BP-3164,Story,5,U018
BP-3165,Story,2,U021
BP-3166,Bug,0,U014
BP-3167,Story,5,U030
BP-3168,Bug,0,U009
BP-3169,Story,1,U006
BP-3170,Story,1,U009
BP-3171,Story,3,U030
BP-3172,Tech Debt,2,U014
BP-3173,Story,8,U028
BP-3174,Bug,0,U019
BP-3175,Story,3,U013
BP-3176,Story,3,U011
BP-3177,Story,8,U003
BP-3178,Story,3,U002
BP-3179,Tech Debt,5,U002
BP-3180,Tech Debt,8,U027
BP-3181,Tech Debt,8,U030
BP-3182,Story,3,U025
BP-3183,Story,3,U005
BP-3184,Story,1,U021
BP-3185,Story,1,U002
BP-3186,Story,1,U012
BP-3187,Story,8,U021
BP-3188,Story,2,U021
BP-3189,Story,2,U029
BP-3190,Story,3,U004
BP-3191,Bug,0,U028
BP-3192,Tech Debt,2,U003
BP-3193,Bug,0,U022
BP-3194,Story,5,U019
BP-3195,Tech Debt,2,U028
BP-3196,Bug,0,U017
BP-3197,Story,8,U006
BP-3198,Bug,0,U025
BP-3199,Story,8,U028
BP-3200,Story,5,U006
BP-3201,Bug,0,U006
BP-3202,Bug,0,U010
BP-3203,Story,5,U009
BP-3204,Tech Debt,8,U013
BP-3205,Story,8,U022
BP-3206,Bug,0,U026
BP-3207,Story,5,U021
BP-3208,Story,3,U014
BP-3209,Story,8,U020
BP-3210,Tech Debt,8,U020
BP-3211,Bug,0,U010
BP-3212,Story,3,U021
BP-3213,Story,3,U026
BP-3214,Bug,0,U004
BP-3215,Bug,0,U005
BP-3216,Story,1,U003
BP-3217,Story,8,U002
BP-3218,Story,3,U028
BP-3219,Bug,0,U012
BP-3220,Story,2,U001
BP-3221,Bug,0,U009
BP-3222,Story,2,U014
BP-3223,Bug,0,U029
BP-3224,Tech Debt,1,U027
BP-3225,Story,8,U029
BP-3226,Story,1,U002
BP-3227,Story,8,U011
BP-3228,Story,1,U019
BP-3229,Story,5,U006
BP-3230,Bug,0,U002
BP-3231,Story,8,U018
BP-3232,Story,8,U002
BP-3233,Story,1,U002
BP-3234,Bug,0,U013
BP-3235,Story,1,U027
BP-3236,Story,2,U020
BP-3237,Bug,0,U006
BP-3238,Story,5,U028
BP-3239,Bug,0,U001
BP-3240,Tech Debt,2,U012
BP-3241,Story,2,U020
BP-3242,Bug,0,U010
BP-3243,Story,3,U004
BP-3244,Tech Debt,2,U020
BP-3245,Story,8,U005
BP-3246,Story,1,U025
BP-3247,Bug,0,U022
BP-3248,Story,2,U014
BP-3249,Story,8,U002
BP-3250,Bug,0,U005
BP-3251,Story,5,U009
BP-3252,Story,8,U003
BP-3253,Story,3,U020
BP-3254,Bug,0,U009
BP-3255,Story,5,U011
BP-3256,Bug,0,U012
BP-3257,Story,3,U026
BP-3258,Story,3,U025
BP-3259,Story,2,U001
BP-3260,Story,1,U009
BP-3261,Story,8,U028
BP-3262,Story,8,U011
BP-3263,Bug,0,U019
BP-3264,Story,8,U002
BP-3265,Story,5,U006
BP-3266,Story,5,U022
BP-3267,Story,3,U013
BP-3268,Story,8,U001
BP-3269,Story,5,U019
BP-3270,Story,1,U025
BP-3271,Bug,0,U030
BP-3272,Story,3,U020
BP-3273,Tech Debt,5,U009
BP-3274,Story,5,U019
BP-3275,Story,3,U026
BP-3276,Tech Debt,1,U010
BP-3277,Story,2,U022
BP-3278,Bug,0,U025
BP-3279,Bug,0,U029
BP-3280,Story,1,U028
BP-3281,Bug,0,U030
BP-3282,Story,2,U006
BP-3283,Story,1,U029
BP-3284,Story,2,U019
BP-3285,Bug,0,U012
BP-3286,Story,1,U030
BP-3287,Bug,0,U002
BP-3288,Story,1,U021
BP-3289,Bug,0,U019
BP-3290,Tech Debt,5,U026
BP-3291,Story,8,U012
BP-3292,Bug,0,U010
BP-3293,Story,1,U006
BP-3294,Story,5,U010
BP-3295,Story,1,U010
BP-3296,Story,3,U013
BP-3297,Bug,0,U018
BP-3298,Bug,0,U018
BP-3299,Tech Debt,8,U021
BP-3300,Bug,0,U012
BP-3301,Tech Debt,8,U011
BP-3302,Story,2,U030
BP-3303,Bug,0,U022
BP-3304,Bug,0,U012
BP-3305,Story,3,U013
BP-3306,Story,2,U019
BP-3307,Story,2,U005
BP-3308,Story,2,U025
BP-3309,Story,3,U005
BP-3310,Story,2,U030
BP-3311,Story,5,U020
BP-3312,Bug,0,U020
BP-3313,Story,8,U025
BP-3314,Bug,0,U006
BP-3315,Bug,0,U013
BP-3316,Story,8,U018
BP-3317,Tech Debt,1,U029
BP-3318,Story,8,U010
BP-3319,Bug,0,U028
BP-3320,Story,5,U018
BP-3321,Story,2,U010
BP-3322,Bug,0,U006
BP-3323,Story,5,U001
BP-3324,Story,1,U020
BP-3325,Story,2,U021
BP-3326,Story,1,U005
BP-3327,Story,8,U025
BP-3328,Bug,0,U014
BP-3329,Tech Debt,8,U018
BP-3330,Story,3,U012
BP-3331,Story,8,U026
BP-3332,Bug,0,U005
BP-3333,Story,5,U004
BP-3334,Story,1,U017
BP-3335,Bug,0,U002
BP-3336,Bug,0,U014
BP-3337,Story,8,U014
BP-3338,Story,5,U020
BP-3339,Story,5,U019
BP-3340,Bug,0,U026
BP-3341,Tech Debt,5,U003
BP-3342,Bug,0,U011
BP-3343,Story,2,U021
BP-3344,Story,5,U006
BP-3345,Story,5,U026
BP-3346,Story,3,U017
BP-3347,Story,3,U018
BP-3348,Story,1,U028
BP-3349,Story,3,U002
BP-3350,Story,3,U009
BP-3351,Story,2,U022
BP-3352,Story,2,U004
BP-3353,Story,8,U018
BP-3354,Story,5,U013
BP-3355,Bug,0,U022
BP-3356,Story,5,U010
BP-3357,Bug,0,U029
BP-3358,Story,1,U030
BP-3359,Story,2,U003
BP-3360,Story,3,U026
BP-3361,Story,8,U028
BP-3362,Bug,0,U011
BP-3363,Tech Debt,2,U009
BP-3364,Tech Debt,8,U011
BP-3365,Story,3,U019
BP-3366,Story,1,U029
BP-3367,Bug,0,U030
BP-3368,Story,5,U028
BP-3369,Story,1,U027
BP-3370,Story,8,U011
BP-3371,Story,8,U003
BP-3372,Tech Debt,3,U021
BP-3373,Story,2,U022
BP-3374,Story,2,U026
BP-3375,Story,1,U003
BP-3376,Story,2,U028
BP-3377,Story,3,U010
BP-3378,Story,1,U017
BP-3379,Bug,0,U009
BP-3380,Story,5,U029
BP-3381,Story,5,U026
BP-3382,Story,1,U029
BP-3383,Bug,0,U018
BP-3384,Story,2,U012
BP-3385,Bug,0,U014
BP-3386,Story,1,U029
BP-3387,Story,2,U020
BP-3388,Tech Debt,3,U026
BP-3389,Story,5,U004
BP-3390,Story,5,U019
BP-3391,Tech Debt,5,U020
BP-3392,Story,2,U004
BP-3393,Story,3,U018
BP-3394,Bug,0,U013
BP-3395,Story,2,U002
BP-3396,Story,2,U003
BP-3397,Story,8,U009
BP-3398,Story,8,U002
BP-3399,Tech Debt,2,U017
BP-3400,Story,3,U006
BP-3401,Story,3,U022
BP-3402,Tech Debt,5,U001
BP-3403,Tech Debt,2,U005
BP-3404,Bug,0,U030
BP-3405,Bug,0,U001
BP-3406,Story,5,U002
BP-3407,Story,5,U014
BP-3408,Story,3,U012
BP-3409,Story,1,U028
BP-3410,Story,8,U010
BP-3411,Bug,0,U018
BP-3412,Bug,0,U020
BP-3413,Story,8,U001
BP-3414,Story,3,U029
BP-3415,Bug,0,U002
BP-3416,Story,2,U017
BP-3417,Tech Debt,8,U018
BP-3418,Tech Debt,8,U028
BP-3419,Story,2,U004
BP-3420,Bug,0,U011
BP-3421,Bug,0,U009
BP-3422,Tech Debt,5,U026
BP-3423,Story,8,U010
BP-3424,Bug,0,U010
BP-3425,Story,2,U011
BP-3426,Story,1,U011
BP-3427,Story,8,U025
BP-3428,Bug,0,U021
BP-3429,Story,2,U029
BP-3430,Story,5,U022
BP-3431,Story,5,U006
BP-3432,Tech Debt,5,U001
BP-3433,Story,1,U017
BP-3434,Story,3,U010
BP-3435,Story,3,U010
BP-3436,Story,8,U017
BP-3437,Story,1,U029
BP-3438,Story,1,U019
BP-3439,Story,8,U012
BP-3440,Story,3,U027
BP-3441,Story,5,U025
BP-3442,Story,2,U012
BP-3443,Story,3,U014
BP-3444,Bug,0,U026
BP-3445,Tech Debt,2,U004
BP-3446,Bug,0,U020
BP-3447,Bug,0,U009
BP-3448,Bug,0,U027
BP-3449,Story,5,U004
BP-3450,Tech Debt,3,U010
BP-3451,Bug,0,U025
BP-3452,Tech Debt,8,U013
BP-3453,Bug,0,U018
BP-3454,Bug,0,U011
BP-3455,Tech Debt,8,U027
BP-3456,Tech Debt,5,U002
BP-3457,Tech Debt,2,U012
BP-3458,Story,3,U001
BP-3459,Tech Debt,1,U018
BP-3460,Tech Debt,3,U027
BP-3461,Story,5,U010
BP-3462,Bug,0,U029
BP-3463,Story,1,U011
BP-3464,Tech Debt,8,U030
BP-3465,Story,5,U028
BP-3466,Bug,0,U027
BP-3467,Bug,0,U006
BP-3468,Bug,0,U011
BP-3469,Tech Debt,8,U017
BP-3470,Story,8,U001
BP-3471,Story,3,U006
BP-3472,Story,1,U018
BP-3473,Bug,0,U019
BP-3474,Story,1,U028
BP-3475,Bug,0,U004
BP-3476,Story,8,U003
BP-3477,Tech Debt,2,U018
BP-3478,Story,2,U017
BP-3479,Story,8,U002
BP-3480,Story,3,U012
BP-3481,Story,2,U009
BP-3482,Tech Debt,5,U030
BP-3483,Story,8,U028
BP-3484,Story,3,U002
BP-3485,Story,3,U030
BP-3486,Story,3,U010
BP-3487,Bug,0,U009
BP-3488,Bug,0,U005
BP-3489,Bug,0,U001
BP-3490,Bug,0,U004
BP-3491,Story,3,U001
BP-3492,Story,5,U027
BP-3493,Story,2,U020
BP-3494,Story,3,U002
BP-3495,Bug,0,U012
BP-3496,Story,8,U005
BP-3497,Story,3,U030
BP-3498,Bug,0,U020
BP-3499,Bug,0,U009
BP-3500,Story,2,U001
BP-3501,Story,1,U026
BP-3502,Tech Debt,1,U020
BP-3503,Bug,0,U011
BP-3504,Story,3,U014
BP-3505,Story,8,U021
BP-3506,Story,5,U010
BP-3507,Story,8,U020
BP-3508,Tech Debt,8,U020
BP-3509,Bug,0,U002
BP-3510,Bug,0,U020
BP-3511,Story,5,U001
BP-3512,Story,3,U011
BP-3513,Story,8,U012
BP-3514,Story,5,U005
BP-3515,Bug,0,U018
BP-3516,Story,3,U030
BP-3517,Bug,0,U026
BP-3518,Story,5,U011
BP-3519,Story,5,U013
BP-3520,Story,5,U003
BP-3521,Story,3,U002
BP-3522,Story,8,U011
BP-3523,Story,1,U004
BP-3524,Story,5,U020
BP-3525,Story,2,U021
BP-3526,Story,3,U003
BP-3527,Tech Debt,1,U017
BP-3528,Story,8,U020
BP-3529,Bug,0,U028
BP-3530,Story,8,U002
BP-3531,Story,1,U017
BP-3532,Bug,0,U013
BP-3533,Story,1,U029
BP-3534,Story,3,U002
BP-3535,Bug,0,U014
BP-3536,Bug,0,U009
BP-3537,Story,8,U020
BP-3538,Tech Debt,3,U020
BP-3539,Bug,0,U002
BP-3540,Bug,0,U005
BP-3541,Tech Debt,3,U022
BP-3542,Story,1,U017
BP-3543,Tech Debt,5,U025
BP-3544,Tech Debt,3,U018
BP-3545,Story,2,U013
BP-3546,Story,1,U005
BP-3547,Story,2,U004
BP-3548,Tech Debt,2,U029
BP-3549,Story,5,U027
BP-3550,Story,3,U026
BP-3551,Tech Debt,5,U009
BP-3552,Story,1,U014
BP-3553,Bug,0,U002
BP-3554,Story,1,U017
BP-3555,Bug,0,U021
BP-3556,Story,2,U028
BP-3557,Story,8,U027
BP-3558,Story,8,U011
BP-3559,Bug,0,U027
BP-3560,Story,3,U004
BP-3561,Story,8,U012
BP-3562,Story,3,U022
BP-3563,Bug,0,U009
BP-3564,Tech Debt,1,U009
BP-3565,Story,2,U011
BP-3566,Tech Debt,5,U006
BP-3567,Story,3,U029
BP-3568,Story,1,U019
BP-3569,Story,5,U030
BP-3570,Bug,0,U005
BP-3571,Story,8,U011
BP-3572,Story,3,U022
BP-3573,Story,1,U026
BP-3574,Bug,0,U004
BP-3575,Story,1,U005
BP-3576,Story,8,U013
BP-3577,Bug,0,U017
BP-3578,Story,2,U018
BP-3579,Story,2,U006
BP-3580,Bug,0,U020
BP-3581,Story,5,U021
BP-3582,Story,3,U009
BP-3583,Story,1,U001
BP-3584,Bug,0,U030
BP-3585,Story,3,U022
BP-3586,Story,8,U005
BP-3587,Bug,0,U028
BP-3588,Story,8,U030
BP-3589,Story,2,U013
BP-3590,Story,1,U002
BP-3591,Bug,0,U010
BP-3592,Story,1,U022
BP-3593,Story,2,U020
BP-3594,Story,3,U013
BP-3595,Story,3,U021
BP-3596,Story,3,U026
BP-3597,Story,1,U010
BP-3598,Story,3,U014
BP-3599,Bug,0,U017
BP-3600,Story,1,U010
BP-3601,Story,3,U001
BP-3602,Story,3,U013
BP-3603,Story,5,U012
BP-3604,Bug,0,U012
BP-3605,Story,2,U029
BP-3606,Tech Debt,5,U002
BP-3607,Story,8,U026
BP-3608,Tech Debt,8,U014
BP-3609,Story,2,U021
BP-3610,Story,5,U021
BP-3611,Bug,0,U019
BP-3612,Story,1,U004
BP-3613,Story,8,U021
BP-3614,Tech Debt,2,U005
BP-3615,Story,2,U025
BP-3616,Tech Debt,3,U003
BP-3617,Tech Debt,8,U013
BP-3618,Tech Debt,8,U001
BP-3619,Story,1,U018
BP-3620,Story,1,U013
BP-3621,Story,1,U002
BP-3622,Story,2,U003
BP-3623,Bug,0,U029
BP-3624,Bug,0,U021
BP-3625,Story,5,U009
BP-3626,Story,5,U022
BP-3627,Story,3,U011
BP-3628,Story,3,U005
BP-3629,Story,8,U026
BP-3630,Bug,0,U010
BP-3631,Story,5,U021
BP-3632,Bug,0,U003
BP-3633,Bug,0,U003
BP-3634,Bug,0,U006
BP-3635,Story,2,U021
BP-3636,Bug,0,U012
BP-3637,Story,1,U013
BP-3638,Story,2,U002
BP-3639,Story,2,U004
BP-3640,Bug,0,U019
BP-3641,Story,8,U004
BP-3642,Story,2,U012
BP-3643,Story,8,U001
BP-3644,Story,1,U009
BP-3645,Story,1,U012
BP-3646,Story,3,U019
BP-3647,Story,3,U019
BP-3648,Story,8,U006
BP-3649,Story,1,U018
BP-3650,Bug,0,U009
BP-3651,Story,5,U002
BP-3652,Story,2,U004
BP-3653,Bug,0,U002
BP-3654,Tech Debt,1,U004
BP-3655,Bug,0,U011
BP-3656,Story,5,U025
BP-3657,Bug,0,U004
BP-3658,Story,5,U014
BP-3659,Story,1,U002
BP-3660,Story,2,U006
BP-3661,Story,8,U004
BP-3662,Story,3,U029
BP-3663,Bug,0,U028
BP-3664,Story,5,U013
BP-3665,Story,8,U006
BP-3666,Bug,0,U026
BP-3667,Story,2,U026
BP-3668,Story,5,U009
BP-3669,Bug,0,U010
BP-3670,Tech Debt,2,U021
BP-3671,Story,5,U010
BP-3672,Bug,0,U001
BP-3673,Tech Debt,3,U022
BP-3674,Story,8,U014
BP-3675,Story,1,U029
BP-3676,Story,5,U030
BP-3677,Bug,0,U022
BP-3678,Story,3,U027
BP-3679,Story,3,U012
BP-3680,Bug,0,U014
BP-3681,Story,2,U013
BP-3682,Story,1,U027
BP-3683,Bug,0,U001
BP-3684,Story,2,U021
BP-3685,Story,8,U030
BP-3686,Bug,0,U027
BP-3687,Bug,0,U021
BP-3688,Story,2,U003
BP-3689,Tech Debt,2,U018
BP-3690,Story,8,U006
BP-3691,Story,2,U002
BP-3692,Story,3,U020
BP-3693,Story,5,U017
BP-3694,Story,8,U027
BP-3695,Story,2,U030
BP-3696,Story,5,U014
BP-3697,Story,8,U019
BP-3698,Tech Debt,8,U022
BP-3699,Story,3,U012
BP-3700,Story,8,U022
BP-3701,Story,8,U027
BP-3702,Story,5,U002
BP-3703,Bug,0,U025
BP-3704,Bug,0,U004
BP-3705,Bug,0,U001
BP-3706,Tech Debt,8,U001
BP-3707,Story,1,U005
BP-3708,Tech Debt,5,U011
BP-3709,Story,5,U025
BP-3710,Bug,0,U026
BP-3711,Tech Debt,5,U010
BP-3712,Story,2,U003
BP-3713,Tech Debt,5,U020
BP-3714,Story,2,U009
BP-3715,Story,2,U020
BP-3716,Tech Debt,3,U012
BP-3717,Story,8,U003
BP-3718,Story,2,U009
BP-3719,Tech Debt,2,U026
BP-3720,Bug,0,U003
BP-3721,Tech Debt,5,U020
BP-3722,Tech Debt,3,U017
BP-3723,Bug,0,U001
BP-3724,Story,2,U005
BP-3725,Bug,0,U025
BP-3726,Bug,0,U009
BP-3727,Story,8,U027
BP-3728,Story,8,U009
BP-3729,Bug,0,U029
BP-3730,Tech Debt,3,U021
BP-3731,Tech Debt,2,U021
BP-3732,Story,8,U001
BP-3733,Bug,0,U029
BP-3734,Bug,0,U009
BP-3735,Tech Debt,5,U022
BP-3736,Story,1,U017
BP-3737,Story,1,U030
BP-3738,Tech Debt,8,U014
BP-3739,Story,5,U001
BP-3740,Story,8,U025
BP-3741,Tech Debt,8,U012
BP-3742,Bug,0,U005
BP-3743,Bug,0,U026
BP-3744,Story,5,U004
BP-3745,Bug,0,U018
BP-3746,Story,2,U022
BP-3747,Bug,0,U017
BP-3748,Bug,0,U020
BP-3749,Story,8,U020
BP-3750,Story,1,U020
BP-3751,Tech Debt,5,U014
