issue_id,issue_type,story_points,assignee_id
BP-3752,Story,5,U028
BP-3753,Story,8,U012
BP-3754,Bug,0,U011
BP-3755,Story,2,U010
BP-3756,Bug,0,U005
BP-3757,Story,2,U019
BP-3758,Story,8,U020
BP-3759,Story,5,U018
BP-3760,Story,3,U009
BP-3761,Story,8,U019
BP-3762,Story,8,U017
BP-3763,Tech Debt,8,U025
BP-3764,Story,8,U014
BP-3765,Bug,0,U003
BP-3766,Story,3,U025
BP-3767,Story,1,U001
BP-3768,Story,3,U005
BP-3769,Bug,0,U018
BP-3770,Story,2,U012
BP-3771,Story,8,U014
BP-3772,Story,1,U021
BP-3773,Bug,0,U022
BP-3774,Bug,0,U014
BP-3775,Story,2,U014
BP-3776,Bug,0,U004
BP-3777,Story,8,U005
BP-3778,Bug,0,U018
BP-3779,Story,3,U019
BP-3780,Bug,0,U025
BP-3781,Story,8,U014
BP-3782,Story,1,U004
BP-3783,Story,2,U004
BP-3784,Bug,0,U025
BP-3785,Story,3,U001
BP-3786,Tech Debt,3,U029
BP-3787,Story,2,U026
BP-3788,Story,1,U025
BP-3789,Story,1,U011
BP-3790,Bug,0,U006
BP-3791,Story,1,U012
BP-3792,Story,3,U012
BP-3793,Story,3,U012
BP-3794,Bug,0,U012
BP-3795,Story,8,U018
BP-3796,Tech Debt,3,U013
BP-3797,Story,2,U002
BP-3798,Story,3,U012
BP-3799,Story,3,U017
BP-3800,Tech Debt,8,U013
BP-3801,Story,3,U018
BP-3802,Story,2,U002
BP-3803,Story,1,U009
BP-3804,Bug,0,U002
BP-3805,Story,3,U005
BP-3806,Story,2,U029
BP-3807,Story,8,U011
BP-3808,Story,1,U027
BP-3809,Bug,0,U006
BP-3810,Story,1,U002
BP-3811,Story,8,U028
BP-3812,Bug,0,U013
BP-3813,Story,1,U026
BP-3814,Bug,0,U003
BP-3815,Bug,0,U020
BP-3816,Tech Debt,1,U009
BP-3817,Tech Debt,1,U030
BP-3818,Story,2,U012
BP-3819,Story,2,U019
BP-3820,Bug,0,U011
BP-3821,Story,1,U014
BP-3822,Story,5,U001
BP-3823,Bug,0,U025
BP-3824,Story,3,U028
BP-3825,Bug,0,U012
BP-3826,Tech Debt,8,U006
BP-3827,Story,5,U006
BP-3828,Story,2,U028
BP-3829,Story,5,U003
BP-3830,Bug,0,U030
BP-3831,Bug,0,U002
BP-3832,Story,3,U017
BP-3833,Story,1,U001
BP-3834,Story,2,U006
BP-3835,Story,3,U029
BP-3836,Story,3,U002
BP-3837,Bug,0,U025
BP-3838,Story,1,U004
BP-3839,Story,2,U021
BP-3840,Story,1,U029
BP-3841,Story,8,U009
BP-3842,Bug,0,U018
BP-3843,Bug,0,U021
BP-3844,Bug,0,U019
BP-3845,Bug,0,U011
BP-3846,Story,8,U020
BP-3847,Story,8,U020
BP-3848,Story,2,U022
BP-3849,Story,3,U028
BP-3850,Story,2,U003
BP-3851,Story,2,U030
BP-3852,Bug,0,U026
BP-3853,Bug,0,U006
BP-3854,Bug,0,U028
BP-3855,Story,5,U004
BP-3856,Story,1,U021
BP-3857,Story,5,U009
BP-3858,Story,2,U005
BP-3859,Bug,0,U006
BP-3860,Story,3,U003
BP-3861,Story,5,U009
BP-3862,Story,1,U029
BP-3863,Story,2,U026
BP-3864,Story,8,U004
BP-3865,Story,3,U028
BP-3866,Story,3,U026
BP-3867,Story,8,U022
BP-3868,Story,1,U019
BP-3869,Story,2,U026
BP-3870,Story,5,U026
BP-3871,Bug,0,U005
BP-3872,Bug,0,U012
BP-3873,Tech Debt,3,U018
BP-3874,Bug,0,U004
BP-3875,Story,2,U029
BP-3876,Tech Debt,2,U022
BP-3877,Story,3,U003
BP-3878,Story,3,U026
BP-3879,Bug,0,U013
BP-3880,Tech Debt,8,U017
BP-3881,Story,1,U030
BP-3882,Story,3,U014
BP-3883,Story,8,U029
BP-3884,Tech Debt,8,U018
BP-3885,Story,1,U006
BP-3886,Bug,0,U011
BP-3887,Story,5,U019
BP-3888,Bug,0,U026
BP-3889,Tech Debt,1,U018
BP-3890,Bug,0,U001
BP-3891,Story,1,U028
BP-3892,Story,8,U002
BP-3893,Tech Debt,2,U029
BP-3894,Tech Debt,8,U026
BP-3895,Story,5,U010
BP-3896,Story,3,U001
BP-3897,Story,3,U017
BP-3898,Tech Debt,3,U003
BP-3899,Tech Debt,8,U019
BP-3900,Story,3,U030
BP-3901,Tech Debt,5,U022
BP-3902,Story,5,U014
BP-3903,Story,8,U001
BP-3904,Story,2,U010
BP-3905,Story,5,U001
BP-3906,Bug,0,U021
BP-3907,Story,2,U026
BP-3908,Story,3,U013
BP-3909,Tech Debt,5,U018
BP-3910,Bug,0,U001
BP-3911,Story,2,U030
BP-3912,Story,5,U027
BP-3913,Story,8,U013
BP-3914,Story,3,U002
BP-3915,Story,8,U027
BP-3916,Bug,0,U018
BP-3917,Tech Debt,2,U017
BP-3918,Story,1,U020
BP-3919,Bug,0,U030
BP-3920,Story,8,U028
BP-3921,Story,8,U012
BP-3922,Story,2,U021
BP-3923,Bug,0,U018
BP-3924,Bug,0,U020
BP-3925,Story,5,U020
BP-3926,Bug,0,U026
BP-3927,Bug,0,U010
BP-3928,Bug,0,U004
BP-3929,Story,1,U021
BP-3930,Bug,0,U011
BP-3931,Tech Debt,3,U028
BP-3932,Bug,0,U010
BP-3933,Tech Debt,5,U030
BP-3934,Story,5,U017
BP-3935,Tech Debt,2,U005
BP-3936,Tech Debt,2,U002
BP-3937,Tech Debt,8,U013
BP-3938,Tech Debt,5,U026
BP-3939,Story,5,U020
BP-3940,Story,8,U009
BP-3941,Story,5,U001
BP-3942,Story,8,U004
BP-3943,Bug,0,U020
BP-3944,Story,5,U030
BP-3945,Bug,0,U029
BP-3946,Story,1,U027
BP-3947,Story,3,U003
BP-3948,Story,3,U010
BP-3949,Story,8,U021
BP-3950,Tech Debt,3,U017
BP-3951,Story,2,U027
BP-3952,Bug,0,U027
BP-3953,Story,2,U014
BP-3954,Story,2,U005
BP-3955,Story,1,U001
BP-3956,Story,2,U018
BP-3957,Story,5,U012
BP-3958,Bug,0,U018
BP-3959,Tech Debt,2,U002
BP-3960,Tech Debt,3,U021
BP-3961,Story,2,U019
BP-3962,Story,8,U025
BP-3963,Bug,0,U001
BP-3964,Story,3,U017
BP-3965,Story,5,U001
BP-3966,Tech Debt,3,U020
BP-3967,Bug,0,U026
BP-3968,Bug,0,U030
BP-3969,Tech Debt,5,U020
BP-3970,Bug,0,U002
BP-3971,Story,1,U027
BP-3972,Tech Debt,3,U002
BP-3973,Story,5,U005
BP-3974,Story,1,U001
BP-3975,Story,1,U026
BP-3976,Bug,0,U022
BP-3977,Bug,0,U005
BP-3978,Story,1,U012
BP-3979,Story,8,U012
BP-3980,Story,1,U020
BP-3981,Tech Debt,3,U002
BP-3982,Story,3,U002
BP-3983,Story,8,U029
BP-3984,Bug,0,U026
BP-3985,Tech Debt,3,U021
BP-3986,Bug,0,U017
BP-3987,Story,1,U019
BP-3988,Tech Debt,1,U014
BP-3989,Story,3,U019
BP-3990,Story,1,U006
BP-3991,Story,1,U025
BP-3992,Tech Debt,5,U005
BP-3993,Bug,0,U006
BP-3994,Bug,0,U010
BP-3995,Story,5,U026
BP-3996,Story,5,U021
BP-3997,Story,2,U010
BP-3998,Bug,0,U004
BP-3999,Story,8,U006
BP-4000,Bug,0,U020
BP-4001,Story,5,U012
BP-4002,Story,5,U004
BP-4003,Bug,0,U005
BP-4004,Tech Debt,3,U018
BP-4005,Story,5,U027
BP-4006,Story,1,U029
BP-4007,Story,3,U022
BP-4008,Bug,0,U030
BP-4009,Bug,0,U005
BP-4010,Story,3,U022
BP-4011,Story,5,U025
BP-4012,Story,1,U022
BP-4013,Story,3,U013
BP-4014,Bug,0,U011
BP-4015,Story,5,U012
BP-4016,Story,8,U018
BP-4017,Story,5,U017
BP-4018,Story,2,U022
BP-4019,Bug,0,U011
BP-4020,Story,5,U003
BP-4021,Story,1,U011
BP-4022,Story,1,U025
BP-4023,Story,5,U030
BP-4024,Story,3,U017
BP-4025,Story,5,U009
BP-4026,Story,1,U026
BP-4027,Story,2,U026
BP-4028,Story,2,U005
BP-4029,Tech Debt,5,U026
BP-4030,Tech Debt,2,U020
BP-4031,Tech Debt,1,U001
BP-4032,Story,5,U020
BP-4033,Story,1,U006
BP-4034,Story,2,U018
BP-4035,Bug,0,U014
BP-4036,Story,1,U009
BP-4037,Story,1,U021
BP-4038,Story,2,U025
BP-4039,Story,2,U005
BP-4040,Bug,0,U021
BP-4041,Bug,0,U013
BP-4042,Story,5,U018
BP-4043,Story,3,U029
BP-4044,Story,3,U018
BP-4045,Story,2,U028
BP-4046,Bug,0,U012
BP-4047,Story,1,U030
BP-4048,Story,5,U022
BP-4049,Story,8,U004
BP-4050,Story,3,U011
BP-4051,Story,3,U030
BP-4052,Story,1,U027
BP-4053,Bug,0,U022
BP-4054,Tech Debt,1,U013
BP-4055,Bug,0,U026
BP-4056,Story,8,U025
BP-4057,Tech Debt,2,U029
BP-4058,Bug,0,U028
BP-4059,Story,8,U013
BP-4060,Story,3,U002
BP-4061,Tech Debt,5,U002
BP-4062,Tech Debt,5,U002
BP-4063,Bug,0,U002
BP-4064,Tech Debt,1,U017
BP-4065,Story,3,U002
BP-4066,Tech Debt,5,U002
BP-4067,Story,5,U009
BP-4068,Story,8,U025
BP-4069,Tech Debt,5,U003
BP-4070,Story,3,U002
BP-4071,Story,2,U025
BP-4072,Tech Debt,2,U021
BP-4073,Story,5,U025
BP-4074,Story,5,U025
BP-4075,Story,5,U002
BP-4076,Story,8,U028
BP-4077,Story,5,U010
BP-4078,Story,2,U011
BP-4079,Tech Debt,5,U020
BP-4080,Story,1,U004
BP-4081,Story,5,U025
BP-4082,Story,5,U017
BP-4083,Story,5,U027
BP-4084,Tech Debt,1,U030
BP-4085,Bug,0,U026
BP-4086,Story,2,U027
BP-4087,Story,5,U030
BP-4088,Story,8,U003
BP-4089,Tech Debt,8,U020
BP-4090,Story,3,U030
BP-4091,Bug,0,U022
BP-4092,Tech Debt,8,U001
BP-4093,Story,3,U013
BP-4094,Story,8,U026
BP-4095,Bug,0,U018
BP-4096,Story,5,U005
BP-4097,Story,5,U020
BP-4098,Bug,0,U030
BP-4099,Story,8,U020
BP-4100,Story,3,U012
BP-4101,Tech Debt,1,U030
BP-4102,Story,5,U010
BP-4103,Story,8,U012
BP-4104,Story,3,U018
BP-4105,Story,8,U006
BP-4106,Story,5,U003
BP-4107,Tech Debt,3,U005
BP-4108,Story,2,U012
BP-4109,Tech Debt,2,U004
BP-4110,Story,8,U022
BP-4111,Story,5,U005
BP-4112,Story,2,U030
BP-4113,Tech Debt,8,U011
BP-4114,Story,5,U011
BP-4115,Story,3,U004
BP-4116,Tech Debt,8,U005
BP-4117,Story,2,U028
BP-4118,Story,5,U025
BP-4119,Story,3,U004
BP-4120,Story,5,U014
BP-4121,Bug,0,U021
BP-4122,Story,5,U022
BP-4123,Story,5,U025
BP-4124,Story,5,U014
BP-4125,Story,8,U012
BP-4126,Story,3,U027
BP-4127,Story,1,U005
BP-4128,Story,8,U017
BP-4129,Story,1,U004
BP-4130,Story,2,U009
BP-4131,Story,5,U028
BP-4132,Story,2,U030
BP-4133,Story,1,U009
BP-4134,Story,3,U017
BP-4135,Bug,0,U010
BP-4136,Story,2,U005
BP-4137,Story,8,U009
BP-4138,Story,5,U025
BP-4139,Story,8,U029
BP-4140,Bug,0,U010
BP-4141,Story,2,U021
BP-4142,Tech Debt,8,U019
BP-4143,Tech Debt,1,U005
BP-4144,Bug,0,U004
BP-4145,Story,8,U026
BP-4146,Bug,0,U017
BP-4147,Story,3,U021
BP-4148,Story,5,U001
BP-4149,Tech Debt,1,U014
BP-4150,Story,5,U003
BP-4151,Tech Debt,5,U002
BP-4152,Story,1,U027
BP-4153,Tech Debt,3,U005
BP-4154,Story,3,U005
BP-4155,Tech Debt,3,U011
BP-4156,Tech Debt,3,U020
BP-4157,Story,8,U029
BP-4158,Story,1,U021
BP-4159,Tech Debt,5,U011
BP-4160,Story,3,U017
BP-4161,Bug,0,U029
BP-4162,Story,3,U022
BP-4163,Story,1,U021
BP-4164,Bug,0,U014
BP-4165,Story,3,U013
BP-4166,Story,5,U018
BP-4167,Story,3,U017
BP-4168,Story,5,U001
BP-4169,Story,5,U014
BP-4170,Bug,0,U010
BP-4171,Tech Debt,2,U027
BP-4172,Bug,0,U021
BP-4173,Tech Debt,1,U021
BP-4174,Bug,0,U009
BP-4175,Tech Debt,8,U009
BP-4176,Bug,0,U013
BP-4177,Story,2,U027
BP-4178,Story,3,U002
BP-4179,Story,3,U019
BP-4180,Story,5,U027
BP-4181,Tech Debt,1,U005
BP-4182,Story,3,U006
BP-4183,Story,3,U013
BP-4184,Bug,0,U029
BP-4185,Story,2,U005
BP-4186,Bug,0,U001
BP-4187,Story,3,U028
BP-4188,Bug,0,U019
BP-4189,Bug,0,U020
BP-4190,Story,2,U001
BP-4191,Story,8,U030
BP-4192,Story,2,U025
BP-4193,Story,1,U009
BP-4194,Tech Debt,5,U019
BP-4195,Tech Debt,1,U019
BP-4196,Bug,0,U030
BP-4197,Story,8,U021
BP-4198,Story,8,U002
BP-4199,Story,5,U003
BP-4200,Bug,0,U018
BP-4201,Tech Debt,1,U012
BP-4202,Tech Debt,3,U025
BP-4203,Story,1,U011
BP-4204,Story,1,U017
BP-4205,Tech Debt,1,U006
BP-4206,Story,1,U006
BP-4207,Tech Debt,8,U009
BP-4208,Story,5,U014
BP-4209,Bug,0,U011
BP-4210,Story,5,U030
BP-4211,Bug,0,U011
BP-4212,Story,3,U026
BP-4213,Story,3,U022
BP-4214,Tech Debt,5,U027
BP-4215,Story,5,U021
BP-4216,Story,5,U005
BP-4217,Story,5,U017
BP-4218,Bug,0,U017
BP-4219,Story,8,U014
BP-4220,Story,1,U011
BP-4221,Story,8,U002
BP-4222,Story,2,U012
BP-4223,Story,5,U021
BP-4224,Tech Debt,5,U028
BP-4225,Story,5,U030
BP-4226,Story,3,U019
BP-4227,Story,8,U012
BP-4228,Bug,0,U028
BP-4229,Story,5,U012
BP-4230,Story,3,U001
BP-4231,Story,3,U004
BP-4232,Story,2,U020
BP-4233,Story,3,U005
BP-4234,Story,2,U030
BP-4235,Bug,0,U012
BP-4236,Story,2,U017
BP-4237,Story,3,U011
BP-4238,Tech Debt,3,U011
BP-4239,Story,3,U017
BP-4240,Tech Debt,8,U020
BP-4241,Story,8,U001
BP-4242,Tech Debt,3,U009
BP-4243,Story,2,U025
BP-4244,Story,3,U030
BP-4245,Bug,0,U009
BP-4246,Story,8,U014
BP-4247,Bug,0,U019
BP-4248,Bug,0,U003
BP-4249,Bug,0,U026
BP-4250,Bug,0,U011
BP-4251,Story,1,U003
BP-4252,Story,5,U005
BP-4253,Story,2,U025
BP-4254,Story,2,U010
BP-4255,Story,3,U022
BP-4256,Story,1,U001
BP-4257,Story,2,U017
BP-4258,Story,1,U021
BP-4259,Story,3,U012
BP-4260,Bug,0,U009
BP-4261,Story,2,U013
BP-4262,Story,8,U019
BP-4263,Story,3,U022
BP-4264,Tech Debt,5,U011
BP-4265,Story,3,U022
BP-4266,Tech Debt,5,U014
BP-4267,Story,3,U014
BP-4268,Story,8,U020
BP-4269,Story,1,U019
BP-4270,Tech Debt,1,U006
BP-4271,Story,8,U019
BP-4272,Story,8,U022
BP-4273,Bug,0,U030
BP-4274,Story,3,U029
BP-4275,Story,8,U030
BP-4276,Story,2,U012
BP-4277,Bug,0,U017
BP-4278,Story,1,U004
BP-4279,Story,5,U003
BP-4280,Story,2,U021
BP-4281,Story,1,U022
BP-4282,Story,5,U010
BP-4283,Story,3,U017
BP-4284,Story,3,U021
BP-4285,Tech Debt,2,U025
BP-4286,Bug,0,U029
BP-4287,Tech Debt,1,U011
BP-4288,Story,1,U028
BP-4289,Story,2,U027
BP-4290,Story,8,U019
BP-4291,Bug,0,U014
BP-4292,Bug,0,U025
BP-4293,Story,5,U014
BP-4294,Tech Debt,1,U001
BP-4295,Story,5,U021
BP-4296,Story,8,U006
BP-4297,Story,5,U003
BP-4298,Bug,0,U003
BP-4299,Story,5,U010
BP-4300,Tech Debt,3,U001
BP-4301,Story,2,U014
BP-4302,Tech Debt,2,U025
BP-4303,Bug,0,U026
BP-4304,Tech Debt,2,U027
BP-4305,Story,1,U006
BP-4306,Story,8,U010
BP-4307,Story,2,U028
BP-4308,Tech Debt,3,U009
BP-4309,Bug,0,U014
BP-4310,Story,1,U010
BP-4311,Story,1,U028
BP-4312,Story,1,U004
BP-4313,Story,5,U022
BP-4314,Story,8,U014
BP-4315,Story,5,U012
BP-4316,Story,8,U005
BP-4317,Story,8,U004
BP-4318,Bug,0,U019
BP-4319,Story,3,U005
BP-4320,Story,8,U021
BP-4321,Bug,0,U019
BP-4322,Story,2,U001
BP-4323,Bug,0,U010
BP-4324,Bug,0,U017
BP-4325,Tech Debt,1,U022
BP-4326,Story,2,U002
BP-4327,Tech Debt,3,U002
BP-4328,Bug,0,U019
BP-4329,Bug,0,U022
BP-4330,Story,2,U019
BP-4331,Story,1,U020
BP-4332,Story,1,U006
BP-4333,Story,1,U022
BP-4334,Story,5,U027
BP-4335,Bug,0,U018
BP-4336,Story,5,U012
BP-4337,Story,2,U006
BP-4338,Story,2,U003
BP-4339,Story,1,U022
BP-4340,Story,3,U011
BP-4341,Story,2,U027
BP-4342,Story,1,U025
BP-4343,Story,5,U025
BP-4344,Story,8,U001
BP-4345,Bug,0,U005
BP-4346,Bug,0,U009
BP-4347,Tech Debt,3,U030
BP-4348,Bug,0,U011
BP-4349,Story,2,U022
BP-4350,Story,8,U025
BP-4351,Story,2,U013
BP-4352,Story,3,U022
BP-4353,Story,3,U020
BP-4354,Story,1,U028
BP-4355,Tech Debt,1,U004
BP-4356,Tech Debt,3,U006
BP-4357,Story,5,U027
BP-4358,Story,5,U028
BP-4359,Story,8,U006
BP-4360,Story,8,U012
BP-4361,Story,8,U013
BP-4362,Story,2,U018
BP-4363,Bug,0,U013
BP-4364,Story,5,U006
BP-4365,Story,8,U027
BP-4366,Story,3,U014
BP-4367,Story,5,U009
BP-4368,Story,1,U030
BP-4369,Bug,0,U001
BP-4370,Tech Debt,3,U017
BP-4371,Story,8,U020
BP-4372,Bug,0,U012
BP-4373,Story,5,U001
BP-4374,Tech Debt,3,U001
BP-4375,Story,1,U003
BP-4376,Story,1,U013
BP-4377,Story,3,U029
BP-4378,Story,3,U003
BP-4379,Story,2,U030
BP-4380,Tech Debt,5,U027
BP-4381,Bug,0,U004
BP-4382,Bug,0,U030
BP-4383,Story,2,U022
BP-4384,Tech Debt,2,U019
BP-4385,Story,2,U014
BP-4386,Story,8,U022
BP-4387,Story,5,U017
BP-4388,Story,3,U004
BP-4389,Story,3,U021
BP-4390,Story,3,U026
BP-4391,Bug,0,U005
BP-4392,Story,5,U010
BP-4393,Bug,0,U030
BP-4394,Story,3,U001
BP-4395,Story,2,U021
BP-4396,Bug,0,U027
BP-4397,Bug,0,U018
BP-4398,Story,3,U019
BP-4399,Story,2,U021
BP-4400,Story,2,U017
BP-4401,Story,5,U013
BP-4402,Story,5,U004
BP-4403,Story,3,U025
BP-4404,Tech Debt,2,U025
BP-4405,Story,3,U001
BP-4406,Bug,0,U029
BP-4407,Bug,0,U029
BP-4408,Story,1,U019
BP-4409,Story,8,U001
BP-4410,Bug,0,U025
BP-4411,Tech Debt,3,U003
BP-4412,Story,1,U029
BP-4413,Story,1,U021
BP-4414,Story,3,U019
BP-4415,Bug,0,U017
BP-4416,Story,1,U009
BP-4417,Story,3,U004
BP-4418,Bug,0,U025
BP-4419,Story,1,U013
BP-4420,Story,8,U006
BP-4421,Bug,0,U012
BP-4422,Story,1,U003
BP-4423,Story,8,U026
BP-4424,Bug,0,U003
BP-4425,Bug,0,U027
BP-4426,Bug,0,U014
BP-4427,Story,2,U026
BP-4428,Story,5,U004
BP-4429,Bug,0,U002
BP-4430,Story,1,U026
BP-4431,Story,8,U027
BP-4432,Tech Debt,8,U010
BP-4433,Story,5,U012
BP-4434,Tech Debt,2,U009
BP-4435,Story,1,U020
BP-4436,Tech Debt,2,U019
BP-4437,Story,2,U002
BP-4438,Bug,0,U002
BP-4439,Bug,0,U002
BP-4440,Story,2,U012
BP-4441,Story,1,U019
BP-4442,Tech Debt,2,U010
BP-4443,Story,1,U005
BP-4444,Story,2,U014
BP-4445,Story,5,U020
BP-4446,Story,2,U005
BP-4447,Story,3,U009
BP-4448,Story,8,U014
BP-4449,Tech Debt,5,U014
BP-4450,Story,2,U028
BP-4451,Story,2,U004
BP-4452,Story,2,U030
BP-4453,Story,3,U014
BP-4454,Story,3,U030
BP-4455,Story,1,U020
BP-4456,Bug,0,U003
BP-4457,Story,8,U026
BP-4458,Story,3,U030
BP-4459,Bug,0,U020
BP-4460,Story,2,U001
BP-4461,Bug,0,U022
BP-4462,Story,8,U022
BP-4463,Story,5,U022
BP-4464,Bug,0,U022
BP-4465,Bug,0,U022
BP-4466,Tech Debt,8,U010
BP-4467,Story,3,U005
BP-4468,Story,3,U014
BP-4469,Story,1,U003
BP-4470,Story,8,U004
BP-4471,Bug,0,U019
BP-4472,Story,3,U003
BP-4473,Story,5,U010
BP-4474,Tech Debt,8,U030
BP-4475,Story,1,U027
BP-4476,Tech Debt,5,U030
BP-4477,Bug,0,U003
BP-4478,Bug,0,U005
BP-4479,Story,8,U029
BP-4480,Story,5,U006
BP-4481,Tech Debt,3,U001
BP-4482,Tech Debt,2,U010
BP-4483,Story,5,U019
BP-4484,Story,3,U004
BP-4485,Bug,0,U004
BP-4486,Tech Debt,8,U017
BP-4487,Story,3,U020
BP-4488,Tech Debt,2,U001
BP-4489,Story,8,U012
BP-4490,Bug,0,U018
BP-4491,Story,5,U021
BP-4492,Bug,0,U026
BP-4493,Bug,0,U004
BP-4494,Bug,0,U014
BP-4495,Tech Debt,8,U019
BP-4496,Tech Debt,1,U002
BP-4497,Bug,0,U020
BP-4498,Bug,0,U010
BP-4499,Story,1,U022
BP-4500,Story,3,U002
